timestamp,url,price
2025-07-25 22:10:58,https://www.tui.co.uk/destinations/packages?airports%5B%5D=LCY&units%5B%5D=002230%3AREGION&when=01-11-2025&until=&flexibility=true&monthSearch=false&flexibleDays=3&flexibleMonths=&noOfAdults=1&noOfChildren=0&childrenAge=&duration=1002&choiceSearch=true&searchRequestType=ins&searchType=search&sp=true&multiSelect=true&room=&isVilla=false&reqType=&sortBy=,tui scraping error
